name;addr;rating;phone;more_phones;
BullHouse;196105, Санкт-Петербург, Московский пр-кт, д. 186, — 1 этаж;5.0;;;
Sashas Bar;199397, Санкт-Петербург, Кораблестроителей ул., д. 30к1;5.0;+7 812 600-45-00;+7 812 305-49-53;
Барбарис;190031, Санкт-Петербург, Гороховая ул., д. 31;0.0;;;
Sushi Land;Cанкт-Петербург;0.0;;;
Raivola;190121, Санкт-Петербург, Мастерская ул., д. 9, — 1 этаж;0.0;;;
Бар-ресторан "МЕЛОГРАНО";197022, Санкт-Петербург, Реки Карповки наб., д. 5;0.0;;;
Суши Wok;194358, Санкт-Петербург, Есенина ул., д. 32;3.0;;;
Del Mar;196105, Санкт-Петербург, Московский пр-кт, д. 159, — 1 этаж;4.0;+7 812 915-25-67;+7 812 388-06-84;
Vinograd cafe;191002, Санкт-Петербург, Марата ул., д. 47;0.0;;;
Моцарт;195220, Санкт-Петербург, Верности ул., д. 9, — 2 этаж;4.3;+7 812 533-16-75;+7 812 931-60-20;
Оби;199004, Санкт-Петербург, Кадетская В.О. линия;4.3;+7 812 332-00-08;+7 812 332-00-07;
Евразия Экспресс;197374, Санкт-Петербург, Савушкина ул., д. 116 лит А, — 2 этаж;0.0;;;
Ресторан Садахар;195279, Санкт-Петербург, Ударников пр-кт, д. 16, — центральный вход;5.0;;;
Розарио;Санкт-Петербург, г. Павловск, Просвещения ул., д. 36а;0.0;+7 812 244-76-46;+7 812 244-76-46;
Идиот;190000, Санкт - Петербург,  наб. Реки Мойки;4.5;;;
Евразия-Экспресс;197227, Санкт-Петербург, Байконурская ул., д. 14 лит А;0.0;+7 812 334-14-55;+7 812 325-60-60;
Евразия-Экспресс;199155, Санкт-Петербург, Капитанская ул., д. 4;0.0;+7 812 334-14-55;+7 812 325-60-60;
Банкетный центр Босфор;198302, Санкт-Петербург, Маршала Жукова пр-кт, д. 24;0.0;+7 812 753-93-15;+7 812 986-50-28, +7 812 753-88-54;
VSЁХОРОШО! Клубный Ресторан;195252, Санкт-Петербург, Науки пр-кт, д. 38к3;2.5;;;
Фаберже;195112, Санкт-Петербург, Карла Фаберже пл., д. 8 лит Б, — 1 этаж;0.0;;;
Корчма Сало;191014, Санкт-Петербург, Литейный пр-кт, д. 36;4.1;;;
Выездной ресторан Привилегия;195279, Санкт-Петербург, Энтузиастов пр-кт, д. 35;0.0;;;
СУШИ-СИТИ;190000, Санкт-Петербург, Декабристов ул., д. 28;0.0;;;
Ресторан Отеля Обухофф;192019, Санкт-Петербург, Книпович ул., д. 1;0.0;+7 812 365-14-87;+7 812 325-16-75;
Длинный Хвост;191025, Санкт-Петербург, Невский пр-кт, д. 90-92;3.4;;;
чайхана "Учкудук";Санкт-Петербург, Кирочная ул., д. 2, — РЕСТОРАН;0.0;+7 911 927-87-80;+7 812 579-10-10;
Light Cafe;193318, Санкт-Петербург, Пятилеток пр-кт, д. 13;0.0;;;
Марчеллис;196066, Санкт-Петербург, Московский пр-кт, д. 205;0.0;;;
Спецпитание;191015, Санкт-Петербург, Шпалерная ул., д. 54/2;0.0;;;
Васаби;190031, Санкт-Петербург, Ефимова ул., д. 3, — ТРК Сенная;3.7;+7 812 244-74-03;+7 812 244-73-02;
Амазонки;192281, Санкт-Петербург, Купчинская ул., д. 15 к1, — 1 этаж;0.0;+7 812 706-66-17;+7 812 366-49-19;
Евразия;191025, Санкт-Петербург, Невский пр-кт, д. 54, — 1 этаж;0.0;;;
Метаморфоз;191123, Санкт-Петербург, Литейный пр-кт, д. 5;3.7;;;
Бар-ресторан Счастье;191002, Санкт-Петербург, Рубинштейна ул., д. 15/17;4.5;;;
Ресторанчик «Квартира №147»;Санкт-Петербург, Авиаконструкторов пр-кт, д. 47;3.7;+7 495 150-09-72;+7 812 340-18-40;
Православная Трапезная;197198, Санкт-Петербург, Воскова ул., д. 1;0.0;+7 812 972-17-08;+7 812 232-37-36;
Профит;195197, Санкт-Петербург, Кондратьевский пр-кт, д. 44;0.0;+7 812 635-96-30;+7 812 324-72-53;
Маки рестобар;190013, Санкт-Петербург, Серпуховская ул., д. 7;4.3;;;
Mama Roma;197101, Санкт-Петербург, Большой П.С. пр-кт, д. 70, — 72;4.5;;;
Capuletti;197136, Санкт-Петербург, Большой П.С. пр-кт, д. 74, — 1;0.0;+7 495 150-09-72;+7 812 640-16-16;
Альмир;196240, Санкт-Петербург, Костюшко ул., д. 17а;0.0;+7 812 303-90-86;+7 812 303-90-52;
Entree;191024, Санкт-Петербург, Бакунина пр-кт, д. 5, — 1 этаж;3.7;+7 495 150-09-72;+7 812 992-42-20;
2 берега;197045, Санкт-Петербург, Академика Крылова ул., д. 1;0.0;;;
Ресторан «Самса»;198332, Санкт-Петербург, Ленинский пр-кт, д. 84;3.8;;;
Золотая Панда;199106, Санкт-Петербург, Гаванская ул., д. 4;4.5;;;
karaoke restobar GOLOS;192238, Санкт-Петербург, Бухарестская ул., д. 96, — с пр. славы;0.0;;;
YoSHi;194021, Санкт-Петербург, Непокоренных пр-кт, д. 6 к1, — 1 этаж;0.0;;;
Lucianno;191025, Санкт-Петербург, Невский пр-кт, д. 88, — вход в арку;5.0;+7 495 150-09-72;+7 812 343-88-88;
Российский паб Сибирская Корона;Санкт-Петербург, Невский пр-кт, д. 66, — 1 этаж;0.0;+7 812 310-55-22;+7 812 310-55-22;
Meat Head;191186, Санкт-Петербург, Конюшенная пл., д. 2;0.0;+7 495 150-09-72;+7 812 923-00-44;
Родня;192029, Санкт-Петербург, Крупской ул., д. 17;0.0;;;
Buta;198260, Санкт-Петербург, Бурцева ул., д. 23 лит А;0.0;;;
Ресторан "Советский Союз";198097, Санкт-Петербург, Возрождения ул., д. 4, — 1501 помещение;0.0;;;
Illi;197372, Санкт-Петербург, Стародеревенская ул., д. 33;0.0;;;
Евразия-Экспресс;190068, Санкт-Петербург, Садовая ул., д. 51;0.0;+7 812 334-14-55;+7 812 325-60-60;
Агдам;196135, Санкт-Петербург, Фрунзе ул., д. 16;4.0;;;
Маша иМедведь;191023, Санкт-Петербург, Малая Садовая ул., д. 1, — цокольный этаж;5.0;;;
Государь;194044, Санкт-Петербург, Большой Сампсониевский пр-кт, д. 32, — вход с ул. Фокина;3.9;;;
Аннушка;198035, Санкт-Петербург, Гапсальская ул., д. 2;4.0;+7 812 251-85-30;+7 812 703-30-90, +7 812 251-33-16;
Две палочки;193168, Санкт-Петербург, Большевиков пр-кт, д. 19;0.0;;;
Абрикос;194214, Санкт-Петербург, Энгельса пр-кт, д. 96, — 1 этаж;0.0;+7 495 150-09-72;+7 812 643-12-40, +7 812 947-26-56;
Диана;196625, Санкт-Петербург, п. Тярлево, Садовая ул., д. 56;5.0;+7 911 767-37-30;+7 812 310-93-55, +7 812 310-17-66;
Sport Bar Трибуна;191186, Санкт-Петербург, Думская ул., д. 4;2.3;;;
Изюм;191123, Санкт-Петербург, Чернышевского пр-кт, д. 5, — 1 этаж;5.0;;;
Суши топ;198216, Санкт-Петербург, Новаторов б-р, д. 10;0.0;;;
Евразия;193231, Санкт-Петербург, Большевиков пр-кт, д. 2, — 1 этаж;2.7;;;
BullHouse;197183, Санкт-Петербург, Савушкина ул., д. 28 к1, — 1 этаж;0.0;+7 495 150-09-72;+7 812 430-63-30;
Мон Амур;197758, Санкт-Петербург, п. Песочный, Садовая ул., д. 83;3.7;;;
Курортный;194214, Санкт-Петербург, Энгельса пр-кт, д. 96;0.0;;;
Евразия-Экспресс;198255, Санкт-Петербург, Ветеранов пр-кт, д. 52 к1;0.0;+7 812 334-14-55;+7 812 325-60-60;
Кафе"Сациви";190005, Санкт-Петербург, 3-я Красноармейская ул., д. 8литерБ;0.0;;;
Парфе;191186, Санкт-Петербург, Реки Мойки наб., д. 55, — 1 этаж;0.0;;;
Ti Amo;197374, Санкт-Петербург, Савушкина ул., д. 143 к1;4.6;+7 495 150-09-72;+7 812 700-00-05, +7 812 700-00-05;
Распутин;191186, Санкт-Петербург, Реки Мойки наб., д. 37, — цокольный этаж;0.0;+7 495 150-09-72;+7 812 571-75-91, +7 812 312-37-22;
Fresco, служба доставки пиццы;194021, Санкт-Петербург, Тореза пр-кт, д. 36, — гостиница СПУТНИК;0.0;+7 812 924-46-45;+7 812 294-46-97;
Евразия;195112, Санкт-Петербург, Заневский пр-кт, д. 67 к2, — цокольный этаж;3.8;;;
KOMMUNALKA bar & kitchen;191025, Санкт-Петербург, Невский пр-кт, д. 90;4.3;;;
Пекин-Токио;193312, Санкт-Петербург, Коллонтай ул., д. 31;0.0;+7 812 998-90-90;+7 812 998-90-90;
Кафе Друзьям;192241, Санкт-Петербург, Южное ш., д. 46;0.0;;;
Конкорд Кейтеринг;199034, Санкт-Петербург, Лейтенанта Шмидта наб., д. 7;4.9;+7 812 320-21-23;+7 812 320-21-20;
Пузата Хата;191014, Санкт-Петербург, Восстания ул., д. 35, — 1 этаж;4.3;;;
Мобильные палки;196084, Санкт-Петербург, Московский пр-кт, д. 157;0.0;;;
Евразия-Экспресс;191036, Санкт-Петербург, Восстания ул., д. 9;0.0;+7 812 334-14-55;+7 812 325-60-60;
Питание;197183, Санкт-Петербург, Сабировская ул., д. 50;0.0;;;
Только Ложки;191024, Санкт-Петербург, Невский пр-кт, д. 114-116;4.3;;;
Рукола;194017, Санкт-Петербург, Энгельса пр-кт, д. 56;0.0;;;
Пап Чип;197046, Санкт-Петербург, Куйбышева ул., д. 7, — 1 этаж;0.0;;;
Восточный рай;191014, Санкт-Петербург, Жуковского ул., д. 7/9;0.0;;;
Дом Карри;190000, Санкт-Петербург, Глинки ул., д. 3-5-7, — 200 метров от Мариинки;0.0;;;
Гин но Таки;191123, Санкт-Петербург, Чернышевского пр-кт, д. 17, — 1 этаж;3.8;;;
Гянджа;191024, Санкт-Петербург, Миргородская ул., д. 10;4.3;;;
Кабуки;197022, Санкт-Петербург, Ординарная ул., д. 20;5.0;;;
Евразия;199034, Санкт-Петербург, Макарова наб., д. 2, — вход с ул. Набережная Макарова;0.0;;;
Fishnfire;197227, Санкт-Петербург, Комендантский пр-кт;0.0;;;
Ля Гвардия;190013, Санкт-Петербург, Рузовская ул., д. 16, — вход с торца;0.0;;;
Демидов;191028, Санкт - Петербург,  наб. Реки Фонтанки;4.3;+7 495 150-09-72;+7 812 272-91-81;
Fusion;190005, Санкт-Петербург, Егорова ул., д. 8;0.0;;;
Леон;192012, Санкт-Петербург, Бабушкина ул., д. 91, — 2 этаж;4.8;+7 812 996-55-48;+7 812 362-72-03;
Весенний;196143, Санкт-Петербург, Юрия Гагарина пр-кт, д. 42;0.0;;;
Евразия;191119, Санкт-Петербург, Лиговский пр-кт, д. 93, — 1 этаж;0.0;;;
Tefsi;190000, Санкт-Петербург, Замятин пер., д. 4;4.0;;;
SПБ;191186, Санкт-Петербург, Невский пр-кт, д. 8, — 2 этаж;4.2;;;
Айда Wok;197343, Санкт-Петербург, Матроса Железняка ул., д. 7Б;0.0;;;
Манилов;190005, Санкт-Петербург, 7-я Красноармейская ул., д. 5, — 1;4.5;+7 495 150-09-72;+7 812 712-78-75, +7 929 105-51-88;
Семейный уют;196233, Санкт-Петербург, Типанова ул., д. 29;0.0;;;
Меншиков;199155, Санкт-Петербург, Уральская ул., д. 12;2.3;+7 812 350-27-28;+7 812 350-65-64, +7 812 350-05-71;
Пятый элемент;195027, Санкт-Петербург, Металлистов пр-кт, д. 7, — 1 этаж;0.0;;;
Суши Wok;197227, Санкт-Петербург, Байконурская ул., д. 15;5.0;;;
iPirogi;190000, проспект Большой ПС, 14, Санкт-Петербург;0.0;;;
Tequila-Boom;190005, Санкт-Петербург, Реки Фонтанки наб., д. 127, — 1 этаж;4.5;+7 495 150-09-72;+7 812 310-15-34;
Евразия-Экспресс;197198, Санкт-Петербург, Большой П.С. пр-кт, д. 33;0.0;+7 812 334-14-55;+7 812 325-60-60;
Shatush;190000, Санкт-Петербург, Гривцова пер., д. 1, — 1 этаж;4.7;+7 495 150-09-72;+7 812 914-43-43;
Ollis Pizza;190000, Санкт-Петербург, г. Санкт-Петербург, д. 29;0.0;;;
Суши шоп;192007, Санкт-Петербург, Днепропетровская ул., д. 57;2.5;;;
Pizza's Park;196105, Санкт-Петербург, Кузнецовская ул., д. 25а, — 1 этаж;0.0;;;
Пельмения;191002, Санкт-Петербург, Разъезжая ул., д. 10/15;4.0;;;
Paulaner Nevsky prospekt;191025, Санкт-Петербург, Невский пр-кт, д. 89, — 1 этаж;0.0;;;
New Island;199034, Санкт-Петербург, Университетская наб.;0.0;;;
Veggie Cafe;197022, Санкт-Петербург, Аптекарский пр-кт, д. 4, — Здание-лофт Contour Family;5.0;;;
Емеля;192241, Санкт-Петербург, Пражская ул., д. 46;0.0;;;
1'ST OF ALL;194156, Санкт-Петербург, Энгельса пр-кт, д. 29;0.0;;;
ВЕНДЭКС РИТЭЙЛ;195027, Санкт-Петербург, Партизанская ул., д. 7;0.0;+7 812 407-12-10;+7 905 225-33-11;
Такками;195267, Санкт-Петербург, Гражданский пр-кт, д. 121;0.0;+7 812 977-77-44;+7 812 438-00-80, +7 812 946-77-30;
Хачапурный дворик;192238, Санкт-Петербург, Бухарестская ул., д. 96;0.0;;;
Донна Пицца;195298, Санкт-Петербург, Наставников пр-кт, д. 3к1;0.0;;;
Casual Cafe;192019, Санкт-Петербург, Седова ул., .;2.5;;;
Евразия-Экспресс;196105, Санкт-Петербург, Московский пр-кт, д. 188а лит Б;0.0;+7 812 334-14-55;+7 812 325-60-60;
Евразия-Экспресс;190013, Санкт-Петербург, Загородный пр-кт, д. 64;0.0;+7 812 334-14-55;+7 812 325-60-60;
Mon Amour;190121, Санкт-Петербург, Садовая ул., д. 83, — 1 этаж;0.0;;;
Штолле;194156, Санкт-Петербург, Энгельса пр-кт, д. 37, — 1 этаж;4.7;+7 812 318-11-46;+7 812 293-38-60, +7 812 318-11-46;
Судзуран;193232, Санкт-Петербург, Большевиков пр-кт, д. 32к1;0.0;;;
Il Grappolo;191014, Санкт-Петербург, Белинского ул., д. 5, — 2 этаж;0.0;;;
Посиделки;195297, Санкт-Петербург, Светлановский пр-кт, д. 115 к1;0.0;+7 495 150-09-72;+7 812 946-90-26;
Полёт кафе;191028, Санкт-Петербург, Пестеля ул., д. 7;0.0;;;
Jager Haus;199178, Санкт-Петербург, Средний В.О. пр-кт, д. 64;0.0;+7 812 321-33-76;+7 812 611-11-10;
Бакинский бульвар;192007, Санкт-Петербург, Курская ул., д. 24;0.0;;;
Chili Pizza;196211, Санкт-Петербург, Типанова ул., д. 27/39, — ТК Космос;0.0;+7 921 332-97-66;+7 812 244-32-92;
Статус Сервис Санкт-петербург;195009, Санкт-Петербург, Комсомола ул., д. 41;0.0;;;
Еда к дому;194358, Санкт-Петербург, Энгельса пр-кт, д. 151а;0.0;;;
Пицца-марио;192012, Санкт-Петербург, Обуховской Обороны пр-кт, д. 120лит.;4.5;;;
Печорин;197082, Санкт-Петербург, Богатырский пр-кт, д. 60 к1;0.0;;;
KILLFISH;195027, Санкт-Петербург, Среднеохтинский пр-кт, д. 2в, — 1 этаж;0.0;;;
Марчеллис;191025, Санкт-Петербург, Невский пр-кт, д. 43;3.2;;;
Трюфель;197022, Санкт-Петербург, Большой П.С. пр-кт, д. 82;4.6;+7 495 150-09-72;+7 812 999-09-77;
Васабико;195279, Санкт-Петербург, Индустриальный пр-кт, д. 24;0.0;+7 812 244-74-13;+7 812 244-73-13, +7 812 244-73-13;
Карловы пивовары;194356, Санкт-Петербург, Энгельса пр-кт, д. 124 к1 лит А, — 2 этаж;0.0;;;
Ресторан PAR;196143, Санкт-Петербург, Юрия Гагарина пр-кт, д. 75;4.7;;;
Пицца-Бум;197110, Санкт - Петербург,  наб. Ждановская, эт. 1 — вход со двора;0.0;;;
PACMAN;191186, Санкт-Петербург, Конюшенная пл., д. 2;0.0;;;
Васаби;191028, Санкт-Петербург, Реки Фонтанки наб., д. 30, — 1 этаж;0.0;;;
Ресторан «Караван-Сарай»;191014, Санкт-Петербург, Некрасова ул., д. 1/38, — Зал – 65 мест, VIP-кабинет – 15 мест;4.6;+7 495 150-09-72;+7 812 272-71-53, +7 812 273-42-05;
Амадеус;191123, Санкт-Петербург, Кирочная ул., д. 36, — 1 этаж;0.0;+7 495 150-09-72;+7 812 272-09-35, +7 903 092-98-86;
Галерея;191014, Санкт-Петербург, Некрасова ул., д. 5;5.0;;;
Евразия;193231, Санкт-Петербург, Подвойского ул., д. 27, — 1;0.0;;;
Евразия;192238, Санкт-Петербург, Славы пр-кт, д. 40 к1, — 1 этаж;0.0;;;
ПАЛКИНЪ;191025, Санкт-Петербург, Владимирский пр-кт, д. 1, — 2 этаж;4.9;+7 495 150-09-72;+7 812 703-53-70, +7 921 633-89-01;
Гнеzдо;190031, Санкт-Петербург, Ефимова ул., д. 3, — 3 этаж;0.0;;;
Конд;192239, Санкт-Петербург, Димитрова ул., д. 16 к1, — 1 этаж;3.5;+7 812 360-84-09;+7 812 772-33-38;
Рапонжи;199106, Санкт-Петербург, Большой В.О. пр-кт, д. 89;0.0;;;
Пир-гора;196084, Санкт-Петербург, Заставская ул., д. 7, — 1 этаж;0.0;+7 812 950-13-42;+7 921 950-13-42;
Ресторан - бар "Чара";195009, Санкт-Петербург, Боткинская ул., д. 1;4.8;;;
Бирстайн;197227, Санкт-Петербург, Гаккелевская ул., д. 21 лит А, — 1 этаж;0.0;+7 495 150-09-72;+7 812 600-03-20;
Ribeye Bar;190068, Санкт-Петербург, Никольский пер., д. 8;0.0;;;
Арфа;197022, Санкт-Петербург, Каменноостровский пр-кт, д. 52;3.0;;;
СССР;196191, Санкт-Петербург, Новоизмайловский пр-кт, д. 22 к2;0.0;;;
Чито Гврито;197227, Санкт-Петербург, Байконурская ул., д. 14а;0.0;;;
Вавилон;196158, Санкт-Петербург, Дунайский пр-кт, д. 28 к2;0.0;;;
Паприка;196128, Санкт-Петербург, Кузнецовская ул., д. 11;0.0;;;
Два Льва;190068, Санкт-Петербург, Средняя Подьяческая ул., д. 4, —  вход с ул. Набережная канала Грибоедова;0.0;+7 812 314-18-90;+7 812 918-32-72;
Пароль;195112, Санкт-Петербург, Республиканская ул., д. 14, — 1 этаж;0.0;+7 495 150-09-72;+7 812 528-57-17;
Bona Capona;197227, Санкт-Петербург, Комендантский пр-кт, д. 2;4.5;;;
Legran;191186, Санкт-Петербург, Миллионная ул., д. 4/1;4.5;+7 495 150-09-72;+7 812 643-04-44;
Банкетная служба Король Вечеринок;197374, Санкт-Петербург, Оптиков ул., д. уч. 3;0.0;;;
Япоша;198207, Санкт-Петербург, Ленинский пр-кт, д. 119, — 1 этаж;0.0;;;
Медовый мир;195112, Санкт-Петербург, Новочеркасский пр-кт, д. 32 к1, — вход с торца;0.0;;;
Ice Cream Tiramisu;196070, Санкт-Петербург, Московский пр-кт, д. 163 к2, — 1 этаж;0.0;;;
Хан-Гун;192281, Санкт-Петербург, Ярослава Гашека ул., д. 5, — 2 этаж;0.0;;;
Евразия;198096, Санкт-Петербург, Стачек пр-кт, д. 77, — 1 этаж;3.3;;;
De Tolly;Василеостровская 23 линия 12;0.0;;;
Склад №5;191023, Санкт-Петербург, Невский пр-кт, д. 56;4.9;;;
Банкетный Зал "Гостиная";195027, Санкт-Петербург, Магнитогорская ул., д. 51литерЖ;0.0;;;
Джеронимо Пицца;197371, Санкт-Петербург, Ольховая ул., д. 18;3.9;+7 812 924-77-47;+7 812 348-22-13;
Кафе "Арагви";199226, Санкт-Петербург, Морская наб., д. 9;0.0;;;
Шуша;193079, Санкт-Петербург, Октябрьская наб., д. 17;4.0;;;
Евразия;191002, Санкт-Петербург, Владимирский пр-кт, д. 14, — 1 этаж;3.4;;;
Гнездо;193231, Санкт-Петербург, Большевиков пр-кт, д. 2, — 1 этаж;4.8;+7 812 325-06-53;+7 921 938-06-53;
Бутик-отель Аристос;197101, Санкт-Петербург, Большая Монетная ул., д. 14а;5.0;;;
Tokyo-City;197371, Санкт-Петербург, Комендантский пр-кт, д. 25;4.2;;;
Brasserie de Metropole;191023, Санкт-Петербург, Садовая ул., д. 22/2;0.0;+7 921 994-76-06;+7 812 571-88-88, +7 921 436-47-11;
Райские суши;198303, Санкт-Петербург, Маршала Жукова пр-кт, д. 35к1;0.0;;;
Евразия;196084, Санкт-Петербург, Московский пр-кт, д. 157, — 1 этаж;3.2;;;
Брынза;196084, Санкт-Петербург, Московский пр-кт, д. 86;4.5;+7 812 495-56-78;+7 812 944-44-90;
ДОСТАВКА ПИЦЦЫ//La CASA SPB;190020, Санкт-Петербург, Курляндская ул., д. 35;4.3;;;
К-раута;197350, Санкт-Петербург, Шуваловский пр-кт, д. 45;0.0;+7 812 334-68-50;+7 812 334-68-50;
МакДоставка;191119, Санкт-Петербург, Марата ул., д. 86а;0.0;;;
Статус;196084, Санкт-Петербург, Новорощинская ул., д. 4, — 1 этаж;0.0;;;
Эмираты;198097, Санкт-Петербург, Стачек пр-кт, д. 48 лит Е, — 1 этаж;4.5;;;
Доставка Пиццы;190000, Санкт-Петербург, Дворцовый проезд;4.0;;;
Вкус. Доставка суши и пиццы.;193318, улица Джона Рида, 8 корпус 2А, Санкт-Петербург;5.0;;;
Дивный сад;192241, Санкт-Петербург, Славы пр-кт, д. 52 к1, — 1 этаж;0.0;;;
Тан-го;196158, Санкт-Петербург, Ленсовета ул., д. 88;0.0;;;
Ресторан "Розмарин";199106, Санкт-Петербург, 20-я В.О. линия, д. 11;4.5;;;
Две Палочки;195267, Санкт-Петербург, Просвещения пр-кт, д. 87;5.0;;;
Van der Wafel;Санкт-Петербург, Ломоносова ул., д. 1, — напротив угла Садовой и Ломоносовской линий Гостиного Двора, рядом с;4.1;;;
Колесо;190000, Санкт-Петербург, Адмиралтейский пр-кт, д. 10, — 1 этаж;5.0;+7 495 150-09-72;+7 812 315-21-25;
Евразия-Экспресс;194291, Санкт-Петербург, Просвещения пр-кт, д. 32 к1;0.0;+7 812 334-14-55;+7 812 325-60-60;
Стерео Суши;197341, Санкт-Петербург, Испытателей пр-кт, д. 5;0.0;;;
Любимый Хабиб;198097, Санкт-Петербург, Стачек пр-кт, д. 30, — 1 этаж;0.0;+7 812 252-11-89;+7 812 252-11-89, +7 812 252-44-98, +7 812 921-41-11;
Вродевосток;191040, Санкт-Петербург, Коломенская ул., д. 3;0.0;+7 812 571-82-96;+7 812 571-82-96;
Otto;192102, Санкт-Петербург, Самойловой ул., д. 5;0.0;;;
Goose Goose;191186, Санкт-Петербург, Большая Конюшенная ул., д. 27;0.0;;;
Венетто;191123, Санкт-Петербург, Захарьевская ул., д. 31, —  вход со двора;0.0;+7 812 923-82-80;+7 812 313-22-29, +7 812 922-84-80;
Оками;190005, Санкт-Петербург, 3-я Красноармейская ул., д. 2;0.0;;;
Fasteda;197343, Санкт-Петербург, Сердобольская ул., д. 7;0.0;;;
iPirogi;Ленинградская Обл.,  просп. Большой П.с.,д14;0.0;;;
Кабанчик ул. Авиаконструкторов;197373, Санкт-Петербург, Авиаконструкторов пр-кт, д. 32;0.0;;;
Базар Интернэшнл;199406, Санкт-Петербург, Гаванская ул., д. 48;0.0;+7 812 715-30-01;+7 812 923-18-44;
Sashas Bar;196211, Санкт-Петербург, Типанова ул., д. 27/39;0.0;;;
Stars;198205, Санкт-Петербург, Народного Ополчения пр-кт, д. 115;0.0;+7 812 244-55-45;+7 812 640-55-45;
Sud & Cie;191040, Санкт-Петербург, Лиговский пр-кт, д. 54, — 1 этаж;0.0;;;
У Петровича;195027, Санкт-Петербург, Среднеохтинский пр-кт, д. 44 к1, — 1 этаж;0.0;+7 921 593-03-35;+7 812 227-21-35;
Евразия-Экспресс;196084, Санкт-Петербург, Московский пр-кт, д. 157;0.0;+7 812 334-14-55;+7 812 325-60-60;
Суши Wok;194064, Санкт-Петербург, Политехническая ул., д. 28б;2.0;;;
Diamond;191119, Санкт-Петербург, Лиговский пр-кт, д. 113, — 1 этаж;0.0;;;
T.G.I. FRIDAY'S;196140, Санкт-Петербург, Стартовая ул.;3.5;;;
Мобильные палки;197348, Санкт-Петербург, Коломяжский пр-кт, д. 15к1;0.0;;;
Евразия-Экспресс;192102, Санкт-Петербург, Фучика ул., д. 2 лит А;0.0;+7 812 334-14-55;+7 812 325-60-60;
Arcobaleno;190000, Санкт-Петербург, Большая Морская ул., д. 54, — 1 этаж;0.0;;;
Alt velvet;198096, Санкт-Петербург, Стачек пр-кт, д. 57, — 1 этаж;0.0;+7 812 784-12-42;+7 812 784-12-42;
Чито-Гврито;190121, Санкт-Петербург, Римского-Корсакова пр-кт, д. 109, — 111;0.0;+7 812 572-53-55;+7 812 944-20-40;
Friends bar;191014, Санкт-Петербург, Басков пер., д. 6, — 1 этаж;0.0;;;
Биррерия;191002, Санкт-Петербург, Владимирский пр-кт, д. 19;4.0;;;
Пандана;192281, Санкт-Петербург, Балканская пл., д. 5 лит Я, — 4 этаж;4.3;;;
Гости;190000, Санкт-Петербург, Малая Морская ул., д. 13, —  вход с ул. Малая Морская;4.0;+7 921 656-05-37;+7 812 312-58-20;
КУШАЙ СУШИ;194291, Санкт-Петербург, Просвещения пр-кт, д. 32д;0.0;;;
IL Патио;196140, Санкт-Петербург, Пулковское ш., д. 41;0.0;;;
Кафе-кальянная в центре Shiva / Шива;191014, Санкт-Петербург, Восстания ул., д. 23;4.9;;;
Le bouchon;191002, Санкт-Петербург, Рубинштейна ул., д. 27;4.4;+7 911 926-28-56;+7 905 232-00-57;
Banket Bar;190020, Санкт-Петербург, Нарвский пр-кт, д. 2, — вход с Нарвского проспекта;5.0;+7 921 913-55-46;+7 921 913-55-46, +7 812 252-75-43;
Bier König;191024, Санкт-Петербург, Невский пр-кт, д. 170, —  вход с ул. Конная;4.6;+7 495 150-09-72;+7 812 717-17-06, +7 812 717-00-76;
Орли;199004, Санкт-Петербург, Малый В.О. пр-кт, д. 23, — 1 этаж;0.0;;;
SПБ;197348, Санкт-Петербург, Коломяжский пр-кт, д. 15 к2, — 1 этаж;0.0;;;
Дворец Князя Кочубея;190000, Санкт-Петербург, Конногвардейский б-р, д. 7;5.0;;;
KILLFISH;191014, Санкт-Петербург, Восстания ул., д. 30, — вход с ул. Митавский пер;0.0;+7 812 946-06-17;+7 812 448-08-00;
Тан Жен;190000, Санкт-Петербург, Декабристов ул., д. 14, — 1 этаж;4.7;+7 812 570-10-08;+7 812 570-00-56;
Хинкали от Лали;199155, Санкт-Петербург, Одоевского ул., д. 33;0.0;+7 812 934-00-52;+7 921 865-94-99;
Евразия;197350, Санкт-Петербург, Комендантский пр-кт, д. 30 к1, — 1 этаж;3.0;;;
Via D'argento;197341, Санкт-Петербург, Серебристый б-р, д. 29 к1, — 1 этаж;0.0;;;
City Grill Express;улица восстания 1;5.0;;;
Жека;195009, Санкт-Петербург, Комсомола ул., д. 1/3;0.0;+7 905 292-43-75;+7 905 200-09-02;
Гастробар Компания;197022, Санкт-Петербург, Ординарная ул., д. 19, — вход с Левашовского пр.,;0.0;;;
Япоша;199155, Санкт-Петербург, Одоевского ул., д. 33;0.0;;;
Евразия-Экспресс;195426, Санкт-Петербург, Индустриальный пр-кт, д. 11 к1;0.0;+7 812 334-14-55;+7 812 325-60-60;
Франко;199155, Санкт-Петербург, Железноводская ул., д. 3, — 1 этаж;0.0;;;
Банкетный зал "Море";198035, Санкт-Петербург, Межевой канал, д. 3;0.0;;;
TELEPIZZA (ТЕЛЕПИЦЦА);192076, Санкт-Петербург, Шлиссельбургский пр-кт, д. 3, — 7;0.0;;;
Вита-Салат;195299, Санкт-Петербург, Руставели ул., д. 66;0.0;;;
